group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-result-openai/gpt-oss-120b,LLM-suggestion-openai/gpt-oss-120b,LLM-result-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-suggestion-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-result-default-text-large,LLM-suggestion-default-text-large,groundTruth
10,Implementation Verification Gap,implementation_verification (A),Embedded,Presence required,"peer-reviewed comparisons with observed circulation, enso indices, chlorophyll distributions oke et al., 2013; compared against observed climatologies, altimetry datasets",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
10,Implementation Verification Gap,implementation_verification (B),Embedded,Presence required,"peer-reviewed validation against observed chlorophyll, oxygen, carbon flux datasets; validated against seawifs chlorophyll, woce nutrient profiles, air-sea co₂ estimates",,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
10,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"fortran compiler, mpi for parallel execution; surface heat, freshwater, momentum fluxes; satellite altimetry for sla validation","requires coupled execution with ofam3, fortran compiler, mpi; chlorophyll-a validation; dust / iron forcing fields",,Not equal.,Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
10,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,high-performance computing hpc environment required due to high resolution,high-performance computing hpc environment,,Not equal.,Mismatch,INTENDED,Match,All components require HPC resources; no conflict.,Match,The hardware resources are compatible and can be integrated.,Mismatch,Implement compatible hardware resources,Match
10,Distribution Version Mismatch,distribution_version,Embedded,Exact equality required,3.0,2013.1,,Not equal.,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
10,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
10,License Incompatibility,license,Embedded,Pattern-graded requirement,"research / institutional use csiro / bureau of meteorology , not openly gpl",research / institutional use csiro / bureau of meteorology,,Exact equality required at Embedded.,Mismatch,INTENDED,Mismatch,Re‑license the conflicting component under a compatible license or obtain permission.,Mismatch,The licenses are not compatible and need to be aligned.,Mismatch,Use compatible licenses or obtain necessary permissions,Mismatch
10,Landing Page Gap,landing_page (A),Embedded,Presence required,"http, / / www.bom.gov.au / oceanography / forecasts /",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
10,Landing Page Gap,landing_page (B),Embedded,Presence required,"http, / / www.bom.gov.au / oceanography / forecasts /",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
2,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"mismip+, marine ice sheet model intercomparison project, phase 3; mismipplus_parameters; stephen l. cornford; xylar s. asay-davis","isomip+, ice shelf-ocean model intercomparison project, phase 2; isomipplus_parameters; paul r. holland; xylar s. asay-davis",user-defined coupled mismip+-isomip+ workflow; ice_draft_geometry; grounding_line_position; melt_rate; tbd,"A→AB:0.23 (covered: mismip, mismip+, mismipplus) | B→AB:0.23 (covered: isomip, isomip+, isomipplus) | A∪B→AB:0.46 (covered: isomip, isomip+, isomipplus, mismip, mismip+, mismipplus) | uncovered_AB: draft, geometry, grounding, line, melt, position, workflow",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
2,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,2016.1,2016.1,2016.1,A==AB:✓; B==AB:✓,Match,INTENDED,Match,,Match,,Match,,Match
2,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"idealized benchmark experiments to evaluate marine ice sheet model behavior, with a focus on grounding-line dynamics, buttressing under varying sub-shelf melt rates. used here as the ice component that consumes ocean-driven melt rates, produces updated ice geometry.; sub-shelf melt-rate fields provided externally e.g., from isomip+ runs; topography, ice rheology, sliding laws; sub-shelf melt rates used as forcing","ocean-only benchmark experiments simulating circulation, melt beneath idealized ice shelves. used here as the ocean component that consumes ice geometry, produces sub-shelf melt rates.; ice geometry from an ice-sheet model run e.g., mismip+; thermodynamics, drag coefficients, far-field profiles; ice geometry to drive ocean cavity model","a conceptual loose-coupling workflow between an idealized marine ice-sheet experiment mismip+ , an idealized ice-shelf-ocean experiment isomip+ . geometry from the ice model drives the ocean melt calculation, the resulting sub-shelf melt rates drive the next ice evolution step. exchanges occur via netcdf files at defined coupling intervals no in-memory synchronization .; provides ice geometry ice_draft_geometry, grounding_line_position to isomip+; provides sub-shelf melt rates melt_rate to mismip+","A→AB:0.29 (covered: geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, sheet, sub) | B→AB:0.24 (covered: drive, geometry, idealized, melt, mismip, mismip+, mismipplus, sheet, sub) | A∪B→AB:0.39 (covered: drive, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, mismip, mismip+, mismipplus, sheet, sub) | uncovered_AB: between, calculation, conceptual, coupling, draft, drives, evolution, experiment, files, intervals, loose, memory, netcdf, next, no, occur, position, provides, resulting, step, synchronization, via, workflow",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
2,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,marine ice sheets; grounding line; ice shelf; ice dynamics; sea-level rise; intercomparison,ice shelf; sub-shelf melting; ocean circulation; ocean modeling; benchmarking,model integration; loose coupling; ice-ocean interaction; sub-shelf melt; grounding line; netcdf exchange,"A→AB:0.22 (covered: grounding, line) | B→AB:0.11 (covered: sub) | A∪B→AB:0.33 (covered: grounding, line, sub) | uncovered_AB: coupling, integration, interaction, loose, melt, netcdf",Mismatch,INTENDED,Match,Keyword sets collectively describe the coupled earth system model.,Match,The keywords are compatible and can be integrated.,Match,"Similarity threshold not met, but keywords are compatible",Match
2,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic intended,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,Match,,Match,,Match,,Match
2,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,idealized marine ice sheet domains at decadal to centennial scale,"idealized sub-ice shelf cavities, multi-decade simulations",idealized marine ice-sheet / shelf-ocean system,"A→AB:0.75 (covered: idealized, marine, sheet) | B→AB:0.25 (covered: idealized) | A∪B→AB:0.75 (covered: idealized, marine, sheet) | uncovered_AB: system",Match,INTENDED,Match,,Match,,Match,,Mismatch
2,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"benchmark grounding-line treatment, sensitivity to ocean-induced melting; consumes prescribed sub-shelf melt-rate fields to update ice geometry","simulate sub-shelf melt rates in response to thermal forcing using supplied ice geometry; consumes ice draft, grounding-line fields to compute melt",iteratively assess ice-ocean feedbacks using file-based exchanges between specialized models; loose two-way coupling via offline netcdf file exchange; loose,"A→AB:0.00 (covered: —) | B→AB:0.07 (covered: using) | A∪B→AB:0.07 (covered: using) | uncovered_AB: assess, based, between, coupling, feedbacks, file, iteratively, loose, netcdf, offline, specialized, two, via, way",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
2,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"2d or 3d flow approximations ssa, sia, hybrid, or full-stokes; prescribed bed topography, accumulation fields; synthetic ice shelf geometry","ice draft geometry, grounding line provided externally; no atmospheric or sea-ice interactions; idealized far-field ocean restoring","both models operate on compatible or mappable grids; coupling cadence is coarse iterative / batch , allowing lagged feedback; units, sign conventions are harmonized across exchanges; no hard requirement for identical timesteps, remapping may be needed","A→AB:0.00 (covered: —) | B→AB:0.03 (covered: no) | A∪B→AB:0.03 (covered: no) | uncovered_AB: across, allowing, are, batch, be, both, cadence, coarse, compatible, conventions, coupling, feedback, grids, hard, harmonized, identical, is, iterative, lagged, mappable, may, needed, operate, remapping, requirement, sign, timesteps, units",Mismatch,INTENDED,Match,Shared hydrostatic assumption makes coupling feasible.,Match,The assumptions are compatible and can be integrated with minor adjustments.,Match,"Assumptions are compatible, despite low similarity score",Match
2,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"asay-davis et al. 2016 , geosci. model dev.; pattyn et al. 2013 , the cryosphere","asay-davis et al. 2016 , geosci. model dev.; holland et al. 2008",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
2,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"stephen l. cornford; ice sheet model design, coordination; xylar s. asay-davis; project lead, experimental design, analysis","paul r. holland; ocean model physics, melt formulation; xylar s. asay-davis; project lead, coordination, experiments",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
2,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"validated against semi-analytical solutions, tested in multi-model comparisons","matches known plume, melt physics",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
2,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"resolution, parameter sensitivity","grid resolution, melt formulations",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
2,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,"scenario-based melt, friction laws",scenario-based,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
2,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),ice_draft_geometry; grounding_line_position; ice_thickness; volume_above_flotation,ice_draft_geometry; grounding_line_position; ice geometry from an ice-sheet model run e.g.; mismip+; ice geometry to drive ocean cavity model,,ice_draft_geometry ↔ ice_draft_geometry (1.00); grounding_line_position ↔ grounding_line_position (1.00),Match,INTENDED,Match,,Match,,Match,,Match
2,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),melt_rate; ocean_velocity; temperature; salinity,melt_rate; sub-shelf melt-rate fields provided externally e.g.; from isomip+ runs; sub-shelf melt rates used as forcing,,melt_rate ↔ melt_rate (1.00),Match,INTENDED,Match,,Match,,Match,,Match
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields provided externally e.g.; from isomip+ runs; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from an ice-sheet model run e.g.; mismip+; ice geometry to drive ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
2,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:ice_draft_geometry; grounding_line_position; ice_thickness; volume_above_flotation | B.out:melt_rate; ocean_velocity; temperature; salinity,,coupled history; geometry; melt; thickness; grounding-line trajectory per exchange cycle,max=0.45,Match,INTENDED,Match,,Match,,Match,,Match
2,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,,,,One or both sides missing metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
2,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,100-1000 years,1-100 years,,A↔B token-sim=0.33 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
2,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,100 m-1 km,"2 km horizontal, variable vertical",,A↔B token-sim=0.20 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
2,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,idealized ice sheet-shelf domain,idealized ocean cavity,,A↔B token-sim=0.25 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
2,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d plan-view or 3d,3d,,A↔B token-sim=0.33 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
2,Error Handling Mismatch,error_handling,Loose,Pattern-graded requirement,"model-specific logging, validation","model-specific, restart on numerical instability",,Both A and B or AB canonical required.,Match,INTENDED,Match,,Match,,Match,,Match
2,Execution Instruction Gap,execution_instructions,Loose,Require A or B,"initialize, apply melt forcing, run per protocol","initialize from t / s fields, apply geometry, integrate for scenario period",,At least one side must provide.,Match,INTENDED,Match,,Match,,Match,,Match
2,Parallel Execution Incompatibility,parallel_execution,Loose,Pattern-graded requirement,true,true,batch or sequential per exchange cycle,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
2,Execution Constraint Mismatch,execution_constraints,Loose,Pattern-graded requirement,,,"coordinate coupling interval, perform grid remapping where necessary, no requirement for same timestep",Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
2,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,exchange every n years / iterations coarse cadence,Loose requires at least one side (or AB) to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
2,Data Synchronization,data_synchronization,Loose,Pattern-graded requirement,,,"file-based, lagged offline exchange, no in-memory sync",Loose requires at least one declaration of synchronization.,Match,INTENDED,Match,,Match,,Match,,Match
2,Programming Language Incompatibility,programming_language,Loose,Pattern-graded similarity/equality,fortran; c++; python,fortran; c++,,A↔B token-sim=0.67 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
2,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,false,,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
2,Source Code Availability Gap,availability_of_source_code (B),Loose,Presence required,false,,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
2,Implementation Verification Gap,implementation_verification (A),Loose,Presence required,"consensus steady-state, perturbation responses; comparison to analytical, multi-model results",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
2,Implementation Verification Gap,implementation_verification (B),Loose,Presence required,multi-model agreement on plume structure; compared to baseline steady-state results,,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
2,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,ice sheet model with grounding-line tracking,ocean model with ice-shelf cavity capability,"netcdf i / o, remapping utilities",A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
2,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,workstation to hpc,hpc recommended,,A↔B token-sim=0.33 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
2,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,2016.1,2016.1,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
2,File Format Mismatch,file_formats,Loose,Pattern-graded similarity/equality,netcdf,netcdf,,A↔B token-sim=1.00 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
2,License Incompatibility,license,Loose,Pattern-graded requirement,open model experiment specification,open model experimental design,,A↔B token-sim=0.20 (> 0.00),Match,INTENDED,Match,,Match,,Match,,Match
2,Landing Page Gap,landing_page (A),Loose,Presence required,"https, / / www.geosci-model-dev.net / 9 / 2471 / 2016 /",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
2,Landing Page Gap,landing_page (B),Loose,Presence required,"https, / / www.geosci-model-dev.net / 9 / 2471 / 2016 /",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
3,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"ecwam, ecmwf wave model; wave_model_parameters; øyvind breivik","nemo, nucleus for european modelling of the ocean; nemo_config_parameters; jean-marc molines; øyvind breivik",user-defined coupled ocean-surface wave modeling framework; stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; surface_current_u; surface_current_v; sea_ice_concentration,"A→AB:0.08 (covered: wave) | B→AB:0.00 (covered: —) | A∪B→AB:0.08 (covered: wave) | uncovered_AB: breaking, concentration, current, drift, modeling, modified, profile, scale, stokes, stress, tke",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
3,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,cy38r1 as used in paper; 2015; v3.4,v3.4 used in experiments; 2015; cy38r1,cy38r1; v3.4,A==AB:×; B==AB:×,Mismatch,INTENDED,Mismatch,"Update either Model A or Model B to the AB-specified version (v2) or revise the AB specification to accept the existing versions, ensuring compatible interfaces and data schemas.",Match,The model versions are compatible and can be integrated.,Mismatch,Use compatible model versions or develop a wrapper,Mismatch
3,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spectral wave model developed by ecmwf to simulate surface gravity waves. it computes the evolution of the wave spectrum, including energy input from wind, nonlinear interactions, dissipation by wave breaking, bottom friction.; growth, dissipation, nonlinear interaction coefficients; atmospheric winds, optional ocean / ice modifiers; optional surface currents, sea-ice fraction for wave-current / ice effects","a state-of-the-art ocean general circulation model for simulating the global ocean, including thermohaline circulation, upper-ocean mixing. in configurations with wave coupling, nemo ingests stokes drift, sea-state dependent momentum flux, wave-breaking tke flux to represent wave effects on currents, mixing.; mixing, coupling controls e.g., langmuir / wave settings; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift, wave-modified stress, breaking-induced tke flux","a conceptual loose-coupling plan between a spectral wave model, an ocean circulation model. wave fields e.g., stokes drift, wave-modified stress, breaking-induced tke flux are provided to the ocean, the ocean can return surface currents, sea-ice fraction to the wave model. exchanges occur via files or a coupler at a coarse cadence no in-memory synchronization .; provides stokes_drift, wave-modified stress, wave-breaking tke flux to the ocean; provides surface currents, sea-ice concentration back to the wave model optional","A→AB:0.18 (covered: breaking, currents, fraction, optional, spectral, wave) | B→AB:0.38 (covered: breaking, circulation, coupling, currents, drift, induced, modified, provides, spectral, stokes, stress, tke, wave) | A∪B→AB:0.44 (covered: breaking, circulation, coupling, currents, drift, fraction, induced, modified, optional, provides, spectral, stokes, stress, tke, wave) | uncovered_AB: are, back, between, cadence, can, coarse, concentration, conceptual, coupler, files, loose, memory, no, occur, plan, provided, return, synchronization, via",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
3,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,wave modeling; spectral wave model; stokes drift; wind-wave interaction; wave-current interaction; surface roughness,ocean circulation; mixed layer dynamics; stokes drift; sea-state dependent stress; wave-ocean coupling,wave-ocean coupling; stokes drift; sea-state dependent stress; upper-ocean mixing; netcdf exchange; coupler,"A→AB:0.27 (covered: drift, stokes, wave) | B→AB:0.64 (covered: coupling, dependent, drift, state, stokes, stress, wave) | A∪B→AB:0.64 (covered: coupling, dependent, drift, state, stokes, stress, wave) | uncovered_AB: coupler, mixing, netcdf, upper",Match,INTENDED,Match,,Match,,Match,,Match
3,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic intended,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,Match,,Match,,Match,,Match
3,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,"global, regional surface wave dynamics","global, regional ocean basins",regional or global upper-ocean systems influenced by surface waves,"A→AB:0.33 (covered: global, regional) | B→AB:0.33 (covered: global, regional) | A∪B→AB:0.33 (covered: global, regional) | uncovered_AB: influenced, systems, upper, waves",Mismatch,INTENDED,Mismatch,Downscale A to the regional domain or expand AB’s scope to continental scale.,Mismatch,Align the scopes to reflect the integrated model.,Match,Similar scopes,Match
3,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate ocean surface wave spectrum, provide wave-induced parameters for air-sea interaction; standalone wave model or coupled via flux / field exchange","simulate 3d ocean currents, temperature, salinity, mixing, optionally sea ice / biogeochemistry; modular ocean core with optional coupling to waves, atmosphere","simulate bidirectional interactions between waves, ocean mixing / circulation; modular integration of wave model with ocean model via file / coupler exchange; loose","A→AB:0.21 (covered: simulate, via, wave) | B→AB:0.29 (covered: mixing, modular, simulate, waves) | A∪B→AB:0.43 (covered: mixing, modular, simulate, via, wave, waves) | uncovered_AB: between, bidirectional, circulation, coupler, file, integration, interactions, loose",Mismatch,INTENDED,Match,Both models contribute to the overall climate response simulation.,Match,The purposes and patterns are compatible and can be integrated.,Match,"Similarity threshold not met, but purposes and patterns are compatible",Match
3,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"linear wave theory with source / sink terms; spectral representation in frequency-direction space; waves forced primarily by 10 m winds, dissipation via breaking, bottom friction","boussinesq, hydrostatic primitive equations; gls / tke turbulence closures; structured grid e.g., orca with lateral mixing schemes","components expose required variables drift, stress, fluxes, currents, sea-ice; cadence allows lagged feedback without every-step sync; units, sign conventions, grids can be harmonized remapping as needed","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: allows, be, cadence, can, conventions, currents, drift, every, expose, feedback, grids, harmonized, lagged, needed, remapping, required, sign, step, stress, sync, units, without",Mismatch,INTENDED,Match,Shared hydrostatic assumption makes coupling feasible.,Match,The assumptions are compatible and can be integrated with minor adjustments.,Match,"Assumptions are compatible, despite low similarity score",Match
3,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,janssen 2004; breivik et al. 2015,madec 2008; breivik et al. 2015,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"øyvind breivik; https, / / orcid.org / 0000-0001-7016-8023; model developer, wave-ocean coupling experiments","jean-marc molines; core developer nemo ocean dynamics; øyvind breivik; wave-ocean coupling experiments, implementation",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Conceptual Model Evaluation,Loose,Pattern-agnostic,"operational at ecmwf, physics thoroughly documented","widely validated in cmip, operational contexts",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,"validated against satellite altimetry, buoy observations","tuned using observed climatologies, reanalyses",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,"validated in hindcast, operational forecast modes","against argo, sst, altimetry, sea-ice datasets",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Sensitivity Analysis,Loose,Pattern-agnostic,"tuning of drag, dissipation, nonlinear source terms","parameters for mixing, drag, coupling frequency",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Conceptual Quality Gap,Uncertainty Analysis,Loose,Pattern-agnostic,"scenario, ensemble configurations",ensemble runs with perturbed forcings,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
3,Data Schema Mismatch,A.output,Loose,A.output ↔ B.input (≥1),significant_wave_height; stokes_drift_surface_u; stokes_drift_surface_v; stokes_drift_profile_parameters; wave_modified_stress_to_ocean; wave_breaking_tke_flux; spectral_density,stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; sea_ice_concentration; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift; wave-modified stress; breaking-induced tke flux; surface wind stress; heat / freshwater fluxes; runoff; restoring fields; sea-ice fields if lim is enabled,,stokes_drift_surface_u ↔ stokes_drift_surface_u (1.00); stokes_drift_surface_v ↔ stokes_drift_surface_u (1.00); stokes_drift_profile_parameters ↔ stokes_drift_surface_u (0.50); wave_modified_stress_to_ocean ↔ wave_modified_stress_to_ocean (1.00); wave_breaking_tke_flux ↔ wave_breaking_tke_flux (1.00),Match,INTENDED,Match,,Match,,Match,,Match
3,Data Schema Mismatch,B.output,Loose,B.output ↔ A.input (≥1),sea_surface_temperature; sea_surface_salinity; surface_current_u; surface_current_v; mixed_layer_depth; sea_ice_concentration; surface_stress_to_atmosphere,wind_u10; wind_v10; sea_ice_concentration; surface_current_u; surface_current_v; atmospheric winds; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current / ice effects; 10 m wind u10; v10; sea-ice concentration attenuation; bathymetry; coastlines,,surface_current_u ↔ surface_current_u (1.00); surface_current_v ↔ surface_current_u (1.00); sea_ice_concentration ↔ sea_ice_concentration (1.00),Match,INTENDED,Match,,Match,,Match,,Match
3,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:wind_u10; wind_v10; sea_ice_concentration; surface_current_u; surface_current_v; atmospheric winds; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current / ice effects; 10 m wind u10; v10; sea-ice concentration attenuation; bathymetry; coastlines | B.in:stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; sea_ice_concentration; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift; wave-modified stress; breaking-induced tke flux; surface wind stress; heat / freshwater fluxes; runoff; restoring fields; sea-ice fields if lim is enabled,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
3,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:significant_wave_height; stokes_drift_surface_u; stokes_drift_surface_v; stokes_drift_profile_parameters; wave_modified_stress_to_ocean; wave_breaking_tke_flux; spectral_density | B.out:sea_surface_temperature; sea_surface_salinity; surface_current_u; surface_current_v; mixed_layer_depth; sea_ice_concentration; surface_stress_to_atmosphere,,coupled history of wave; ocean exchange fields per coupling interval,max=0.11,Match,INTENDED,Match,,Match,,Match,,Match
