group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
11,File Format Mismatch,file_formats,Shared,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,License Incompatibility,license,Shared,Pattern-graded requirement,research / academic per pihm community,research / academic,,A↔B token-sim=0.40 (> 0.25),Match,INTENDED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
11,Landing Page Gap,landing_page (A),Shared,Presence required,,,,A provides landing page,Missing,INTENDED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Landing Page Gap,landing_page (B),Shared,Presence required,,,,B provides landing page,Missing,INTENDED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Operating Environment Mismatch,operating_system,Shared,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTENDED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Semantic Mismatch,Title,Shared,Coverage threshold ≥ 0.50,penn state integrated hydrologic model pihm,"pihmgis, gis-based hydrologic model builder",integrated pihm-pihmgis system via shared data model,"A→AB:0.33 (covered: integrated, pihm) | B→AB:0.17 (covered: pihmgis) | A∪B→AB:0.50 (covered: integrated, pihm, pihmgis) | uncovered_AB: shared, system, via",Match,INTEGRATED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.33 (covered: integrated, pihm) | B→AB:0.17 (covered: pihmgis) | A∪B→AB:0.50 (covered: integrated, pihm, pihmgis) | uncovered_AB: shared, system, via",No adaptation required.
11,Semantic Mismatch,Model Version,Shared,A or B must equal AB exactly,as described in pihmgis integration paper,as described in object-oriented shared data model paper,as implemented in shared data model framework,A==AB:×; B==AB:×,Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
11,Semantic Mismatch,Description,Shared,Coverage threshold ≥ 0.50,"a fully coupled, multi-process hydrologic model solving surface-subsurface flow, channel routing, interception, snow, evapotranspiration, groundwater dynamics using a semi-discrete finite-volume formulation on an unstructured mesh. used as the core hydrologic engine integrated via a shared data model in pihmgis.; mesh, parameters, forcing assembled by pihmgis","a gis-based model building, parameterization system that constructs the unstructured mesh, river network, soil / land-cover parameters, forcing inputs for pihm. uses an object-oriented shared data model that allows gis, the hydrologic model to operate on consistent shared data structures.; geospatial datasets consumed to produce pihm structures","a shared-data-model-based hydrologic modeling system where the pihm hydrologic engine, pihmgis gis builder operate on a unified object-oriented database. gis layers, model parameters, mesh elements, hydrologic states share the same data structures, enabling consistent, non-file-based, synchronous updates between gis, hydrologic modeling components.","A→AB:0.19 (covered: engine, hydrologic, mesh, parameters, pihmgis, shared) | B→AB:0.42 (covered: based, consistent, gis, hydrologic, mesh, object, operate, oriented, parameters, pihm, shared, structures, system) | A∪B→AB:0.48 (covered: based, consistent, engine, gis, hydrologic, mesh, object, operate, oriented, parameters, pihm, pihmgis, shared, structures, system) | uncovered_AB: between, builder, database, elements, enabling, file, layers, modeling, non, same, share, states, synchronous, unified, updates, where",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.19 (covered: engine, hydrologic, mesh, parameters, pihmgis, shared) | B→AB:0.42 (covered: based, consistent, gis, hydrologic, mesh, object, operate, oriented, parameters, pihm, shared, structures, system) | A∪B→AB:0.48 (covered: based, consistent, engine, gis, hydrologic, mesh, object, operate, oriented, parameters, pihm, pihmgis, shared, structures, system) | uncovered_AB: between, builder, database, elements, enabling, file, layers, modeling, non, same, share, states, synchronous, unified, updates, where",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
11,Semantic Mismatch,Keywords,Shared,Coverage threshold ≥ 0.50,hydrologic model; surface-subsurface coupling; finite-volume; watershed modeling; unstructured mesh,gis model builder; shared data model; mesh generation; parameterization; watershed delineation,shared data model; gis-hydrology coupling; object-oriented integration; pihm; pihmgis,"A→AB:0.11 (covered: coupling) | B→AB:0.22 (covered: gis, shared) | A∪B→AB:0.33 (covered: coupling, gis, shared) | uncovered_AB: hydrology, integration, object, oriented, pihm, pihmgis",Mismatch,INTEGRATED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.11 (covered: coupling) | B→AB:0.22 (covered: gis, shared) | A∪B→AB:0.33 (covered: coupling, gis, shared) | uncovered_AB: hydrology, integration, object, oriented, pihm, pihmgis",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
11,Semantic Mismatch,Model Type,Shared,Coverage threshold ≥ 0.50,mechanistic,mechanistic preprocessing / gis-builder,mechanistic + integrated gis-model system,"A→AB:0.25 (covered: mechanistic) | B→AB:0.50 (covered: gis, mechanistic) | A∪B→AB:0.50 (covered: gis, mechanistic) | uncovered_AB: integrated, system",Match,INTEGRATED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.25 (covered: mechanistic) | B→AB:0.50 (covered: gis, mechanistic) | A∪B→AB:0.50 (covered: gis, mechanistic) | uncovered_AB: integrated, system",No adaptation required.
11,Semantic Mismatch,Scope,Shared,Coverage threshold ≥ 0.50,watershed to basin-scale hydrologic simulation,"watershed terrain, parameter processing",unified gis-hydrologic modeling environment,"A→AB:0.20 (covered: hydrologic) | B→AB:0.00 (covered: —) | A∪B→AB:0.20 (covered: hydrologic) | uncovered_AB: environment, gis, modeling, unified",Mismatch,INTEGRATED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
11,Semantic Mismatch,Purpose & Pattern,Shared,Coverage threshold ≥ 0.50,"simulate the coupled surface, subsurface, channel hydrology of a watershed; multi-process hydrologic core running on an unstructured mesh","prepare meshes, parameters, forcing inputs for pihm; gis-based model-building workflow with shared data structures","enable consistent, real-time data sharing between gis, hydrologic model components; shared-state integration via unified object-oriented database; shared","A→AB:0.06 (covered: hydrologic) | B→AB:0.12 (covered: gis, shared) | A∪B→AB:0.19 (covered: gis, hydrologic, shared) | uncovered_AB: between, consistent, database, enable, integration, object, oriented, real, sharing, state, time, unified, via",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
11,Semantic Mismatch,Assumptions,Shared,Coverage threshold ≥ 0.50,"variably saturated subsurface flow solved via richards equation; overland, channel flow follow diffusive / kinematic wave approximations; snow, et, canopy processes are spatially aggregated per mesh element; watershed is represented via a triangular irregular network tin","dem-based watershed delineation is accurate; soil, land-cover maps represent spatial variability; tin mesh captures hydrologic connectivity","gis, hydrologic components can operate on a unified schema; internal database reflects spatial, hydrologic topology consistently; no file-based coupling required at runtime","A→AB:0.00 (covered: —) | B→AB:0.18 (covered: based, hydrologic, spatial) | A∪B→AB:0.18 (covered: based, hydrologic, spatial) | uncovered_AB: can, consistently, coupling, database, file, gis, internal, no, operate, reflects, required, runtime, topology, unified",Mismatch,INTEGRATED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
11,Conceptual Quality Gap,Links to Publications & Reports,Shared,Pattern-agnostic,"bhatt et al. 2008-2009 , pihm papers referenced in pihmgis integration paper","bhatt et al. 2008-2009 , referenced in the pihmgis shared data model paper",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Conceptual Quality Gap,Authors’ Unique Identifier,Shared,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
11,Conceptual Quality Gap,Conceptual Model Evaluation,Shared,Pattern-agnostic,validated through pihm standard test cases,"ensures consistency between gis layers, hydrologic model state variables",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Conceptual Quality Gap,Calibration Tools/Data,Shared,Pattern-agnostic,"streamflow, soil moisture, groundwater levels","dem, soils, land-cover, hydrography layers",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Conceptual Quality Gap,Validation Capabilities,Shared,Pattern-agnostic,"streamflow, water table depth, soil moisture","topological consistency, mesh quality checks",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Conceptual Quality Gap,Sensitivity Analysis,Shared,Pattern-agnostic,"hydraulic conductivity, manning’s parameters, et parameters","mesh refinement, parameter perturbation",,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Conceptual Quality Gap,Uncertainty Analysis,Shared,Pattern-agnostic,scenario-based hydrologic forcing perturbations,gis input uncertainty propagation not explicitly handled,,Both provide metadata.,Match,INTEGRATED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
11,Data Schema Mismatch,A.output,Shared,A.output ↔ B.input (≥1),surface runoff; soil moisture; groundwater storage; stream discharge,dem; soils; land cover; hydrography; geospatial datasets consumed to produce pihm structures,,,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Mismatch,,
11,Data Schema Mismatch,B.output,Shared,B.output ↔ A.input (≥1),mesh connectivity; soil / landcover parameters; river network topology; forcing time series,precipitation; temperature; landcover-based et parameters; soil hydraulic parameters; channel geometry; mesh; parameters; forcing assembled by pihmgis,,mesh connectivity ↔ mesh (0.90); soil / landcover parameters ↔ parameters (0.90),Match,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
11,Data Schema Mismatch,(A or B).input vs AB.input,Shared,(A or B).input ↔ AB.input (similarity>0),A.in:precipitation; temperature; landcover-based et parameters; soil hydraulic parameters; channel geometry; mesh; parameters; forcing assembled by pihmgis | B.in:dem; soils; land cover; hydrography; geospatial datasets consumed to produce pihm structures,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Gap,,
11,Data Schema Mismatch,(A or B).output vs AB.output,Shared,(A or B).output ↔ AB.output (similarity>0),A.out:surface runoff; soil moisture; groundwater storage; stream discharge | B.out:mesh connectivity; soil / landcover parameters; river network topology; forcing time series,,hydrologic states; gis-consistent spatial fields,max=0.00,Mismatch,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Mismatch,,
11,Temporal Resolution Mismatch,time_steps_temporal_resolution,Shared,Common exchanged variables align semantically (or a declared conversion bridges them),sub-hourly to hourly timesteps,n / a,sub-hourly to hourly,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Temporal Resolution Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Resample the exchanged variable to the temporal resolution required by the receiving model.
11,Temporal Coverage Mismatch,temporal_extent_coverage,Shared,Common exchanged variables align semantically (or a declared conversion bridges them),event to multi-year simulations,static preprocessing,event to multi-year hydrologic runs,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,False,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
11,Spatial Resolution Mismatch,spatial_resolution,Shared,Common exchanged variables align semantically (or a declared conversion bridges them),unstructured triangular mesh,raster resolution → mesh resolution,tin mesh with shared gis backing,A<->B token-sim=0.20 (>0 means aligned),Match,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.20 (>0 means aligned),No adaptation required.
11,Spatial Coverage Mismatch,spatial_extent_coverage,Shared,Common exchanged variables align semantically (or a declared conversion bridges them),watershed / basin domain defined by dem,watershed defined by dem,watershed domain defined by dem,A<->B token-sim=0.60 (>0 means aligned),Match,INTEGRATED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.60 (>0 means aligned),No adaptation required.
11,Dimensionality Mismatch,dimensionality,Shared,Common exchanged variables align semantically (or a declared conversion bridges them),3d subsurface + 2d surface + 1d channel network,2d spatial gis layers,3d hydrologic + 2d gis layers shared schema,A<->B token-sim=0.11 (>0 means aligned),Match,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.11 (>0 means aligned),No adaptation required.
11,Unit Mismatch,B.output(mesh connectivity) -> A.input(mesh),Shared,Both sides must declare a unit for the exchanged variable,various,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Unit Mismatch,B.output(soil / landcover parameters) -> A.input(parameters),Shared,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Communication Mechanism Mismatch,communication_mechanism,Shared,Pattern-graded requirement,,,,Both sides must declare mechanism.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
11,Error Handling Mismatch,error_handling,Shared,Pattern-graded requirement,"timestep control, mass-balance checks, solver convergence verification","topology checks, layer alignment tests, projection validation",,Shared requires A and B to define error handling.,Match,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Match,,
11,Execution Instruction Gap,execution_instructions,Shared,Require both sides,"run using pihm executables with mesh, parameter files",run through gui or command-line to produce pihm-ready inputs,,Both A and B must provide.,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
11,Parallel Execution Incompatibility,parallel_execution,Shared,Pattern-graded requirement,false,false,false,Shared requires both A and B to declare this.,Match,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
11,Execution Constraint Mismatch,execution_constraints,Shared,Pattern-graded requirement,,,"schema consistency, synchronized shared-structure updates",Shared requires both A and B to declare this.,Missing,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Gap,Deterministic check: Shared requires both A and B to declare this.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Shared,Pattern-graded requirement,,,shared-object commit mechanism,Shared requires both A and B to declare this.,Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
11,Latency Expectation Mismatch,latency_expectations,Shared,Pattern-graded requirement,,,low latency in-memory access,Shared requires both A and B to declare this.,Missing,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
11,Data Synchronization,data_synchronization,Shared,Pattern-graded requirement,,,real-time two-way shared-state synchronization,Shared requires A and B to declare synchronization.,Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
11,Programming Language Incompatibility,programming_language,Shared,Pattern-graded similarity/equality,c; c-family,c++; native_c_cpp_fortran_family,c; c++; native_c_cpp_fortran_family,A↔B token-sim=0.00 (> 0.25),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
11,Source Code Availability Gap,availability_of_source_code (A),Shared,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Source Code Availability Gap,availability_of_source_code (B),Shared,Presence required,,,,B provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Implementation Verification Gap,implementation_verification (A),Shared,Presence required,"cross-checked with pihm standard examples; hydrograph, water balance checks",,,A provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
11,Implementation Verification Gap,implementation_verification (B),Shared,Presence required,"internal mesh, topology integrity checks; mesh-gis consistency checks",,,B provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
11,Software Environment Mismatch,software_specification_and_requirements,Shared,Pattern-graded similarity/equality,netcdf4_family; c_abi,gdal_family; sqlite; xml_family,gdal_family; sqlite; xml_family; netcdf4_family; c_abi,A↔B token-sim=0.17 (> 0.25),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
11,Hardware Resource Mismatch,hardware_specification_and_requirements,Shared,Pattern-graded similarity/equality,workstation,workstation,workstation,A↔B token-sim=1.00 (> 0.25),Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
11,Distribution Version Mismatch,distribution_version,Shared,Pattern-graded similarity/equality,pihm version used in pihmgis paper,as implemented in the object-oriented shared data model,shared-data-model pihm-pihmgis framework,A↔B token-sim=0.00 (> 0.25),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
11,File Format Mismatch,file_formats,Shared,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,License Incompatibility,license,Shared,Pattern-graded requirement,research / academic per pihm community,research / academic,,A↔B token-sim=0.40 (> 0.25),Match,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
11,Landing Page Gap,landing_page (A),Shared,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Landing Page Gap,landing_page (B),Shared,Presence required,,,,B provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
11,Operating Environment Mismatch,operating_system,Shared,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
2,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"mismip+, marine ice sheet model intercomparison project, phase 3; mismipplus_parameters; stephen l. cornford; xylar s. asay-davis","isomip+, ice shelf-ocean model intercomparison project, phase 2; isomipplus_parameters; paul r. holland; xylar s. asay-davis",coupled nemo-ecwam ocean-wave modeling system; coupling_params; øyvind breivik; jean-marc molines,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: breivik, coupling, ecwam, jean, marc, modeling, molines, nemo, params, system, wave, yvind",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: breivik, coupling, ecwam, jean, marc, modeling, molines, nemo, params, system, wave, yvind",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
2,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,2016.1,2016.1,nemo v3.4 + ecwam cy38r1; 2015; cy38r1; v3.4,A==AB:×; B==AB:×,Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
2,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"idealized benchmark experiments to evaluate grounding-line migration, buttressing, ice-shelf response under perturbed sub-shelf melt rates. mismip+ defines a standard idealized domain, bedrock geometry, friction laws, melt-rate forcing designed to isolate grounding-line physics, compare performance across ice-sheet models. used as the ice component receiving ocean-driven melt from isomip+, producing updated ice geometry for coupled misomip experiments.; weertman-type power-law sliding; sub-shelf melt-rate fields from isomip+; topography, ice rheology, sliding laws, bed parameters; sub-shelf melt rates used as forcing","ocean-only benchmark experiments simulating sub-shelf ocean circulation, thermodynamics, melt beneath idealized ice shelves. isomip+ provides sub-shelf melt-rate fields that drive mismip+ ice-sheet models, are used as the ocean component of coupled misomip configurations.; ice geometry from mismip+ runs; thermodynamics, drag, eos coefficients, restoring fields; ice geometry for ocean cavity model","a coupled wave-ocean modeling system integrating nemo ocean general circulation model , ecwam spectral wave model to account for surface wave effects in ocean dynamics. in the breivik et al. 2015 configuration, ecwam provides sea-state dependent surface stress, stokes drift, turbulent kinetic energy tke flux from breaking waves to nemo, which in turn updates upper-ocean temperature, currents, mixed layer depth. the system can be run in ocean-only forced mode nemo forced by ecwam fields derived from era-interim or as part of a fully coupled ifs-ecwam-nemo configuration.","A→AB:0.00 (covered: —) | B→AB:0.06 (covered: circulation, only, provides) | A∪B→AB:0.06 (covered: circulation, only, provides) | uncovered_AB: 2015, account, al, be, breaking, breivik, can, configuration, currents, dependent, depth, derived, drift, dynamics, ecwam, effects, energy, era, et, forced, fully, general, ifs, integrating, interim, kinetic, layer, mixed, mode, modeling, nemo, part, run, spectral, state, stokes, stress, system, temperature, tke, turbulent, turn, updates, upper, wave, waves, which",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.06 (covered: circulation, only, provides) | A∪B→AB:0.06 (covered: circulation, only, provides) | uncovered_AB: 2015, account, al, be, breaking, breivik, can, configuration, currents, dependent, depth, derived, drift, dynamics, ecwam, effects, energy, era, et, forced, fully, general, ifs, integrating, interim, kinetic, layer, mixed, mode, modeling, nemo, part, run, spectral, state, stokes, stress, system, temperature, tke, turbulent, turn, updates, upper, wave, waves, which",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
2,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,marine ice sheets; grounding line; ice shelves; ice dynamics; sea-level rise; intercomparison; grounding-line numerics,ice shelf; sub-shelf melt; ocean circulation; benchmarking; ocean cavity; marine ice sheet interaction,wave-ocean interaction; stokes drift; ocean mixing; coupled modeling; surface stress; tke injection; stokes-coriolis force,"A→AB:0.00 (covered: —) | B→AB:0.09 (covered: interaction) | A∪B→AB:0.09 (covered: interaction) | uncovered_AB: coriolis, drift, force, injection, mixing, modeling, stokes, stress, tke, wave",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.09 (covered: interaction) | A∪B→AB:0.09 (covered: interaction) | uncovered_AB: coriolis, drift, force, injection, mixing, modeling, stokes, stress, tke, wave",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
2,Semantic Mismatch,Model Type,Loose,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,False,Match,Deterministic check: A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,No adaptation required.
2,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,idealized marine ice sheet experiments at decadal to millennial scales,idealized 3d ocean cavity experiments multi-decadal,"global, regional oceans with wave-affected surface layer dynamics","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: affected, dynamics, global, layer, oceans, regional, wave",Mismatch,INTENDED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
2,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"benchmark grounding-line behavior, sensitivity to ocean-induced melting; consumes sub-shelf melt-rate fields to update ice geometry","simulate sub-shelf melt rates using imposed ice draft & far-field conditions; consumes ice geometry fields, produces melt-rate fields","simulate realistic ocean dynamics including surface wave effects on mixing, momentum flux, upper-ocean structure; two-way earth-system coupling ifs-ecwam-nemo with direct flux forcing from the wave model to the ocean, indirect feedback from ocean currents, sst to the wave, atmospheric components.; loose","A→AB:0.00 (covered: —) | B→AB:0.04 (covered: simulate) | A∪B→AB:0.04 (covered: simulate) | uncovered_AB: atmospheric, coupling, currents, direct, dynamics, earth, ecwam, effects, feedback, forcing, ifs, including, indirect, loose, mixing, momentum, nemo, realistic, sst, structure, system, two, upper, wave, way",Mismatch,INTENDED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
2,Semantic Mismatch,Assumptions,Loose,Coverage vs AB,"models may use ssa, sia, hybrid, or full-stokes formulations; fixed bedrock geometry, accumulation / precipitation fields; prescribed basal friction law, ice rheology from protocol; synthetic idealized ice-shelf configuration","ice draft geometry supplied externally from mismip+; no atmospheric or sea-ice processes; far-field temperature / salinity restoring; idealized cavity, open-ocean boundary",,AB value missing.,Missing,INTENDED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Gap,,
2,Conceptual Quality Gap,Links to Publications & Reports,Loose,Pattern-agnostic,"asay-davis et al. 2016 , geosci. model dev.; pattyn et al. 2013 , the cryosphere","asay-davis et al. 2016 , geosci. model dev.; holland et al. 2008",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
2,Conceptual Quality Gap,Authors’ Unique Identifier,Loose,Pattern-agnostic,"stephen l. cornford; ice sheet model design, coordination; xylar s. asay-davis; design of mismip+ protocol","paul r. holland; ocean model physics, melt formulation; xylar s. asay-davis; protocol coordination",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
