group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-Result,LLM-suggestion
2,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"benchmark grounding-line treatment, sensitivity to ocean-induced melting; consumes prescribed sub-shelf melt-rate fields to update ice geometry","simulate sub-shelf melt rates in response to thermal forcing using supplied ice geometry; consumes ice draft, grounding-line fields to compute melt","evaluate, benchmark coupled ice sheet-ocean model performance under climate-relevant forcing scenarios; modular coupling of standalone ice, ocean models in a shared idealized domain; loose","A→AB:0.07 (covered: benchmark) | B→AB:0.07 (covered: forcing) | A∪B→AB:0.13 (covered: benchmark, forcing) | uncovered_AB: climate, coupling, domain, evaluate, idealized, loose, modular, performance, relevant, scenarios, shared, sheet, standalone",Mismatch,INTEGRATED,Match,The purposes and patterns are complementary and do not block integration.
2,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,idealized marine ice sheet domains at decadal to centennial scale,"idealized sub-ice shelf cavities, multi-decade simulations","idealized antarctic marine-terminating glacier systems e.g., pine island glacier analog","A→AB:0.22 (covered: idealized, marine) | B→AB:0.11 (covered: idealized) | A∪B→AB:0.22 (covered: idealized, marine) | uncovered_AB: analog, antarctic, glacier, island, pine, systems, terminating",Mismatch,INTEGRATED,Match,The scopes are complementary and do not block integration.
2,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,ice sheet model with grounding-line tracking,ocean model with ice-shelf cavity capability,"ice sheet, ocean model infrastructure, netcdf-compatible i / o; mismip+ initial ice geometry; isomip+ ocean temperature / salinity restoring profiles",A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Mismatch,Develop a common interface or adapter to bridge the differences in software specifications.
2,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,,,"daily ocean , annual / sub-annual ice",One or both sides missing metadata.,Missing,INTEGRATED,Gap,field A+B missing
2,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Gap,field A+B missing
2,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Gap,field A+B missing
2,Conceptual Quality Gap,Calibration Tools/Data,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
2,Conceptual Quality Gap,Validation Capabilities,Loose,Pattern-agnostic,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
2,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:melt_rate; sub-shelf melt-rate fields provided externally e.g.; from isomip+ runs; sub-shelf melt rates used as forcing | B.in:ice_draft_geometry; grounding_line_position; ice geometry from an ice-sheet model run e.g.; mismip+; ice geometry to drive ocean cavity model,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
2,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"2d or 3d flow approximations ssa, sia, hybrid, or full-stokes; prescribed bed topography, accumulation fields; synthetic ice shelf geometry","ice draft geometry, grounding line provided externally; no atmospheric or sea-ice interactions; idealized far-field ocean restoring","both models operate on compatible or mappable grids; coupling cadence is coarse iterative / batch , allowing lagged feedback; units, sign conventions are harmonized across exchanges; no hard requirement for identical timesteps, remapping may be needed","A→AB:0.00 (covered: —) | B→AB:0.03 (covered: no) | A∪B→AB:0.03 (covered: no) | uncovered_AB: across, allowing, are, batch, be, both, cadence, coarse, compatible, conventions, coupling, feedback, grids, hard, harmonized, identical, is, iterative, lagged, mappable, may, needed, operate, remapping, requirement, sign, timesteps, units",Mismatch,INTENDED,Match,The values are compatible for integration as they describe different aspects of the same process.
2,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"idealized benchmark experiments to evaluate marine ice sheet model behavior, with a focus on grounding-line dynamics, buttressing under varying sub-shelf melt rates. used here as the ice component that consumes ocean-driven melt rates, produces updated ice geometry.; sub-shelf melt-rate fields provided externally e.g., from isomip+ runs; topography, ice rheology, sliding laws; sub-shelf melt rates used as forcing","ocean-only benchmark experiments simulating circulation, melt beneath idealized ice shelves. used here as the ocean component that consumes ice geometry, produces sub-shelf melt rates.; ice geometry from an ice-sheet model run e.g., mismip+; thermodynamics, drag coefficients, far-field profiles; ice geometry to drive ocean cavity model","a conceptual loose-coupling workflow between an idealized marine ice-sheet experiment mismip+ , an idealized ice-shelf-ocean experiment isomip+ . geometry from the ice model drives the ocean melt calculation, the resulting sub-shelf melt rates drive the next ice evolution step. exchanges occur via netcdf files at defined coupling intervals no in-memory synchronization .; provides ice geometry ice_draft_geometry, grounding_line_position to isomip+; provides sub-shelf melt rates melt_rate to mismip+","A→AB:0.29 (covered: geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, sheet, sub) | B→AB:0.24 (covered: drive, geometry, idealized, melt, mismip, mismip+, mismipplus, sheet, sub) | A∪B→AB:0.39 (covered: drive, geometry, grounding, idealized, isomip, isomip+, isomipplus, line, marine, melt, mismip, mismip+, mismipplus, sheet, sub) | uncovered_AB: between, calculation, conceptual, coupling, draft, drives, evolution, experiment, files, intervals, loose, memory, netcdf, next, no, occur, position, provides, resulting, step, synchronization, via, workflow",Mismatch,INTENDED,Match,The descriptions are complementary and can be integrated with proper context.
2,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,marine ice sheets; grounding line; ice shelf; ice dynamics; sea-level rise; intercomparison,ice shelf; sub-shelf melting; ocean circulation; ocean modeling; benchmarking,model integration; loose coupling; ice-ocean interaction; sub-shelf melt; grounding line; netcdf exchange,"A→AB:0.22 (covered: grounding, line) | B→AB:0.11 (covered: sub) | A∪B→AB:0.33 (covered: grounding, line, sub) | uncovered_AB: coupling, integration, interaction, loose, melt, netcdf",Mismatch,INTENDED,Match,The keywords are related and can be combined for integration.
2,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"benchmark grounding-line treatment, sensitivity to ocean-induced melting; consumes prescribed sub-shelf melt-rate fields to update ice geometry","simulate sub-shelf melt rates in response to thermal forcing using supplied ice geometry; consumes ice draft, grounding-line fields to compute melt",iteratively assess ice-ocean feedbacks using file-based exchanges between specialized models; loose two-way coupling via offline netcdf file exchange; loose,"A→AB:0.00 (covered: —) | B→AB:0.07 (covered: using) | A∪B→AB:0.07 (covered: using) | uncovered_AB: assess, based, between, coupling, feedbacks, file, iteratively, loose, netcdf, offline, specialized, two, via, way",Mismatch,INTENDED,Match,The patterns are compatible and can be integrated with proper orchestration.
2,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"mismip+, marine ice sheet model intercomparison project, phase 3; mismipplus_parameters; stephen l. cornford; xylar s. asay-davis","isomip+, ice shelf-ocean model intercomparison project, phase 2; isomipplus_parameters; paul r. holland; xylar s. asay-davis",user-defined coupled mismip+-isomip+ workflow; ice_draft_geometry; grounding_line_position; melt_rate; tbd,"A→AB:0.23 (covered: mismip, mismip+, mismipplus) | B→AB:0.23 (covered: isomip, isomip+, isomipplus) | A∪B→AB:0.46 (covered: isomip, isomip+, isomipplus, mismip, mismip+, mismipplus) | uncovered_AB: draft, geometry, grounding, line, melt, position, workflow",Mismatch,INTENDED,Match,The titles are related and can be combined for integration.
2,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,ice sheet model with grounding-line tracking,ocean model with ice-shelf cavity capability,"netcdf i / o, remapping utilities",A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,Develop a converter or mapping utility to bridge the software specifications.
2,Temporal Resolution Mismatch,time_steps_temporal_resolution,Loose,Common exchanged variables align semantically,,,,One or both sides missing metadata.,Missing,INTENDED,Gap,field A+B missing
3,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Gap,field A+B missing
3,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Gap,field A+B missing
3,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:wind_u10; wind_v10; sea_ice_concentration; surface_current_u; surface_current_v; atmospheric winds; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current / ice effects; 10 m wind u10; v10; sea-ice concentration attenuation; bathymetry; coastlines | B.in:stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; sea_ice_concentration; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift; wave-modified stress; breaking-induced tke flux; surface wind stress; heat / freshwater fluxes; runoff; restoring fields; sea-ice fields if lim is enabled,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
3,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d spatial + 2d spectral frequency × direction,3d,"3d ocean , 2d spectral waves",A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Mismatch,Resample or interpolate data to match dimensions.
3,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,cy38r1,v3.4,2015 release,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
3,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
3,License Incompatibility,license,Loose,Pattern-graded requirement,ecmwf license non-commercial use,cecill-c,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Match,License incompatibility does not necessarily block integration if usage complies with both licenses.
3,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"linear wave theory with source / sink terms; spectral representation in frequency-direction space; waves forced primarily by 10 m winds, dissipation via breaking, bottom friction","boussinesq, hydrostatic primitive equations; gls / tke turbulence closures; structured grid e.g., orca with lateral mixing schemes","stokes drift affects upper-ocean mixing; wave breaking injects turbulence at surface; wave-modified stress alters momentum input into the ocean; coupling is achieved through shared fields, compatible spatial grids","A→AB:0.10 (covered: breaking, wave) | B→AB:0.10 (covered: mixing, turbulence) | A∪B→AB:0.19 (covered: breaking, mixing, turbulence, wave) | uncovered_AB: achieved, affects, alters, compatible, coupling, drift, grids, injects, is, modified, momentum, shared, spatial, stokes, stress, through, upper",Mismatch,INTEGRATED,Match,Semantic differences can be managed through careful mapping and transformation.
3,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,cy38r1 as used in paper; 2015; v3.4,v3.4 used in experiments; 2015; cy38r1,nemo v3.4 + ecwam cy38r1; 2015; cy38r1,A==AB:×; B==AB:×,Mismatch,INTEGRATED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
3,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate ocean surface wave spectrum, provide wave-induced parameters for air-sea interaction; standalone wave model or coupled via flux / field exchange","simulate 3d ocean currents, temperature, salinity, mixing, optionally sea ice / biogeochemistry; modular ocean core with optional coupling to waves, atmosphere","simulate realistic ocean dynamics including surface wave effects on mixing, momentum flux; two-way coupled ocean-wave model exchanging momentum, turbulence fields; loose","A→AB:0.15 (covered: simulate, wave) | B→AB:0.15 (covered: mixing, simulate) | A∪B→AB:0.23 (covered: mixing, simulate, wave) | uncovered_AB: dynamics, effects, exchanging, including, loose, momentum, realistic, turbulence, two, way",Mismatch,INTEGRATED,Match,Purpose and pattern differences can be managed through orchestration and field mapping.
3,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,Gap,field A+B missing
3,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,days to decades,multi-decadal to centennial,multi-year simulations,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Mismatch,Resample or interpolate data to match temporal coverage.
3,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Gap,field A+B missing
3,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Gap,field A+B missing
3,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:wind_u10; wind_v10; sea_ice_concentration; surface_current_u; surface_current_v; atmospheric winds; optional ocean / ice modifiers; optional surface currents; sea-ice fraction for wave-current / ice effects; 10 m wind u10; v10; sea-ice concentration attenuation; bathymetry; coastlines | B.in:stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; sea_ice_concentration; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift; wave-modified stress; breaking-induced tke flux; surface wind stress; heat / freshwater fluxes; runoff; restoring fields; sea-ice fields if lim is enabled,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
3,Dimensionality Mismatch,dimensionality,Loose,Common exchanged variables align semantically,2d spatial + 2d spectral frequency × direction,3d,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Mismatch,Resample or interpolate A_value to match B_value's dimensions.
3,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,cy38r1,v3.4,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
3,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
3,License Incompatibility,license,Loose,Pattern-graded requirement,ecmwf license non-commercial use,cecill-c,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,Negotiate a compatible license or use a different model with a compatible license.
3,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"linear wave theory with source / sink terms; spectral representation in frequency-direction space; waves forced primarily by 10 m winds, dissipation via breaking, bottom friction","boussinesq, hydrostatic primitive equations; gls / tke turbulence closures; structured grid e.g., orca with lateral mixing schemes","components expose required variables drift, stress, fluxes, currents, sea-ice; cadence allows lagged feedback without every-step sync; units, sign conventions, grids can be harmonized remapping as needed","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: allows, be, cadence, can, conventions, currents, drift, every, expose, feedback, grids, harmonized, lagged, needed, remapping, required, sign, step, stress, sync, units, without",Mismatch,INTENDED,Match,The descriptions are different but the components expose required variables and can be harmonized.
3,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spectral wave model developed by ecmwf to simulate surface gravity waves. it computes the evolution of the wave spectrum, including energy input from wind, nonlinear interactions, dissipation by wave breaking, bottom friction.; growth, dissipation, nonlinear interaction coefficients; atmospheric winds, optional ocean / ice modifiers; optional surface currents, sea-ice fraction for wave-current / ice effects","a state-of-the-art ocean general circulation model for simulating the global ocean, including thermohaline circulation, upper-ocean mixing. in configurations with wave coupling, nemo ingests stokes drift, sea-state dependent momentum flux, wave-breaking tke flux to represent wave effects on currents, mixing.; mixing, coupling controls e.g., langmuir / wave settings; wave-induced fields from a spectral wave model plus standard surface forcing; provides stokes drift, wave-modified stress, breaking-induced tke flux","a conceptual loose-coupling plan between a spectral wave model, an ocean circulation model. wave fields e.g., stokes drift, wave-modified stress, breaking-induced tke flux are provided to the ocean, the ocean can return surface currents, sea-ice fraction to the wave model. exchanges occur via files or a coupler at a coarse cadence no in-memory synchronization .; provides stokes_drift, wave-modified stress, wave-breaking tke flux to the ocean; provides surface currents, sea-ice concentration back to the wave model optional","A→AB:0.18 (covered: breaking, currents, fraction, optional, spectral, wave) | B→AB:0.38 (covered: breaking, circulation, coupling, currents, drift, induced, modified, provides, spectral, stokes, stress, tke, wave) | A∪B→AB:0.44 (covered: breaking, circulation, coupling, currents, drift, fraction, induced, modified, optional, provides, spectral, stokes, stress, tke, wave) | uncovered_AB: are, back, between, cadence, can, coarse, concentration, conceptual, coupler, files, loose, memory, no, occur, plan, provided, return, synchronization, via",Mismatch,INTENDED,Match,The descriptions are different but there is significant overlap and the models can be loosely coupled.
3,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,cy38r1 as used in paper; 2015; v3.4,v3.4 used in experiments; 2015; cy38r1,cy38r1; v3.4,A==AB:×; B==AB:×,Mismatch,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
3,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate ocean surface wave spectrum, provide wave-induced parameters for air-sea interaction; standalone wave model or coupled via flux / field exchange","simulate 3d ocean currents, temperature, salinity, mixing, optionally sea ice / biogeochemistry; modular ocean core with optional coupling to waves, atmosphere","simulate bidirectional interactions between waves, ocean mixing / circulation; modular integration of wave model with ocean model via file / coupler exchange; loose","A→AB:0.21 (covered: simulate, via, wave) | B→AB:0.29 (covered: mixing, modular, simulate, waves) | A∪B→AB:0.43 (covered: mixing, modular, simulate, via, wave, waves) | uncovered_AB: between, bidirectional, circulation, coupler, file, integration, interactions, loose",Mismatch,INTENDED,Match,The purposes are different but there is significant overlap and the models can be integrated.
3,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,"global, regional surface wave dynamics","global, regional ocean basins",regional or global upper-ocean systems influenced by surface waves,"A→AB:0.33 (covered: global, regional) | B→AB:0.33 (covered: global, regional) | A∪B→AB:0.33 (covered: global, regional) | uncovered_AB: influenced, systems, upper, waves",Mismatch,INTENDED,Match,The scopes are similar and can be aligned for integration.
3,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,"ecwam, ecmwf wave model; wave_model_parameters; øyvind breivik","nemo, nucleus for european modelling of the ocean; nemo_config_parameters; jean-marc molines; øyvind breivik",user-defined coupled ocean-surface wave modeling framework; stokes_drift_surface_u; stokes_drift_surface_v; stokes_profile_scale; wave_modified_stress_to_ocean; wave_breaking_tke_flux; surface_current_u; surface_current_v; sea_ice_concentration,"A→AB:0.08 (covered: wave) | B→AB:0.00 (covered: —) | A∪B→AB:0.08 (covered: wave) | uncovered_AB: breaking, concentration, current, drift, modeling, modified, profile, scale, stokes, stress, tke",Mismatch,INTENDED,Match,The titles are different but the models can be integrated under a user-defined framework.
3,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
3,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,days to decades,multi-decadal to centennial,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The temporal coverages are different but can be aligned for integration.
4,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Gap,field A+B missing
4,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Gap,field A+B missing
4,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:soil_toxicity_per_cell; feedback_modified_germination_prob; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination; growth | B.in:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; annual plant biomass; density maps from ibm; provides plant biomass / density maps for toxicity updates,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
4,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,1.0,1.0,1.0,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTEGRATED,Gap,field A+B missing
4,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"plants are discrete individuals; interactions are local, spatially explicit; life cycle parameters are homogeneous within species; soil conditions affecting germination, growth are provided externally",soil conditions modified proportionally to local plant biomass / density; feedback reduces germination probability for conspecifics; soil memory decays at constant rate; effects are species-specific,"soil is updated synchronously based on local plant history; plant performance is sensitive to soil memory states; feedback is negative, local, decaying over time","A→AB:0.12 (covered: local, soil) | B→AB:0.29 (covered: feedback, local, memory, plant, soil) | A∪B→AB:0.29 (covered: feedback, local, memory, plant, soil) | uncovered_AB: based, decaying, history, is, negative, over, performance, sensitive, states, synchronously, time, updated",Mismatch,INTEGRATED,Match,The differences in assumptions are complementary and can be integrated with proper mapping.
4,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a spatially explicit individual-based model simulating plant growth, mortality, dispersal, competition, with each plant represented as an agent interacting locally with neighbors, the environment. designed for coupling with a soil feedback submodel.; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination, growth; growth, mortality, reproduction, dispersal traits per species","a grid-based model tracking plant-induced soil autotoxicity accumulation, decay, spatial diffusion. designed to couple with ibm vegetation model in a loose feedback loop.; annual plant biomass, density maps from ibm; provides plant biomass / density maps for toxicity updates; decay rate, feedback strength, diffusion radius, species-specific sensitivity","a tightly coupled spatially explicit modeling framework integrating an individual-based plant model with a cellular automaton-based soil feedback model. plants grow, compete, disperse while modifying soil state locally. soil states in turn influence plant survival, establishment via negative feedback mechanisms.","A→AB:0.32 (covered: based, explicit, feedback, individual, locally, plant, soil, spatially, state) | B→AB:0.14 (covered: based, feedback, plant, soil) | A∪B→AB:0.32 (covered: based, explicit, feedback, individual, locally, plant, soil, spatially, state) | uncovered_AB: automaton, cellular, compete, disperse, establishment, grow, influence, integrating, mechanisms, modeling, modifying, negative, plants, states, survival, tightly, turn, via, while",Mismatch,INTEGRATED,Match,The descriptions are complementary and can be integrated with proper mapping.
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, environmental feedback; agent-based simulation of plant life cycle with environmental interaction","simulate accumulation, decay, spread of plant-specific soil feedback effects; grid-based dynamic updates based on ibm plant biomass / density inputs","simulate emergent vegetation patterns driven by dynamic soil feedback loops; bidirectional integration, plants modify soil, soil modifies plant establishment; loose","A→AB:0.24 (covered: feedback, plant, simulate, vegetation) | B→AB:0.29 (covered: dynamic, feedback, plant, simulate, soil) | A∪B→AB:0.35 (covered: dynamic, feedback, plant, simulate, soil, vegetation) | uncovered_AB: bidirectional, driven, emergent, establishment, integration, loops, loose, modifies, modify, patterns, plants",Mismatch,INTEGRATED,Match,The purposes and patterns are complementary and can be integrated with proper mapping.
4,Semantic Mismatch,Scope,Loose,Coverage threshold ≥ 0.50,local to landscape-scale plant populations,patch- to landscape-scale vegetation-soil feedback dynamics,local to landscape-level ecological systems,"A→AB:0.40 (covered: landscape, local) | B→AB:0.20 (covered: landscape) | A∪B→AB:0.40 (covered: landscape, local) | uncovered_AB: ecological, level, systems",Mismatch,INTEGRATED,Match,The scopes are complementary and can be integrated with proper mapping.
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,Gap,field A+B missing
4,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Gap,field A+B missing
4,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Gap,field A+B missing
4,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:soil_toxicity_per_cell; feedback_modified_germination_prob; environmental conditions from soilfeedback model affecting each grid cell; provides soil toxicity state per cell used to modulate germination; growth | B.in:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; annual plant biomass; density maps from ibm; provides plant biomass / density maps for toxicity updates,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
4,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell | B.out:soil_toxicity_per_cell; modified_germination_prob_per_cell,,combined vegetation-soil maps for each coupling step,max=0.00,Mismatch,INTENDED,Gap,field B missing
4,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,1.0,1.0,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTENDED,Gap,field A+B missing
4,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"plants are discrete individuals; interactions are local, spatially explicit; life cycle parameters are homogeneous within species; soil conditions affecting germination, growth are provided externally",soil conditions modified proportionally to local plant biomass / density; feedback reduces germination probability for conspecifics; soil memory decays at constant rate; effects are species-specific,"both submodels use identical grid extents, resolutions; coupling occurs once per simulated year; variables are exchanged without unit conversions","A→AB:0.06 (covered: are) | B→AB:0.06 (covered: are) | A∪B→AB:0.06 (covered: are) | uncovered_AB: both, conversions, coupling, exchanged, extents, grid, identical, occurs, once, per, resolutions, simulated, submodels, unit, use, without, year",Mismatch,INTENDED,Match,The descriptions are semantically similar and focus on different aspects of the same ecological process. No real mismatch exists.
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, environmental feedback; agent-based simulation of plant life cycle with environmental interaction","simulate accumulation, decay, spread of plant-specific soil feedback effects; grid-based dynamic updates based on ibm plant biomass / density inputs","simulate coupled vegetation, soil processes to explore how feedbacks shape spatial patterns, community structure; loose coupling between agent-based vegetation submodel, grid-based soil feedback submodel; loose","A→AB:0.30 (covered: agent, based, feedback, simulate, spatial, vegetation) | B→AB:0.25 (covered: based, feedback, grid, simulate, soil) | A∪B→AB:0.40 (covered: agent, based, feedback, grid, simulate, soil, spatial, vegetation) | uncovered_AB: between, community, coupling, explore, feedbacks, how, loose, patterns, processes, shape, structure, submodel",Mismatch,INTENDED,Match,The purposes and patterns are complementary and describe different aspects of the integrated model. No real mismatch exists.
4,Semantic Mismatch,Title,Loose,Coverage threshold ≥ 0.50,individual-based plant model ibm; plant life history parameters; vincent vincenot,cellular automaton-based soil feedback model; soil feedback parameters; vincent vincenot,integrated plant-soil feedback simulation model; plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; soil_toxicity_per_cell; modified_germination_prob_per_cell,"A→AB:0.07 (covered: plant) | B→AB:0.13 (covered: feedback, soil) | A∪B→AB:0.20 (covered: feedback, plant, soil) | uncovered_AB: biomass, cell, density, germination, identity, integrated, modified, per, prob, simulation, species, toxicity",Mismatch,INTENDED,Match,The titles describe different components of the integrated model. No real mismatch exists.
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
5,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Shared,Pattern-graded requirement,,,,Shared requires both A and B to declare this.,Missing,INTEGRATED,Gap,field A+B missing
